number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder,yearmonth,yearweek,datetimemonth,mood_sorted,score,location_grp,mood score
1801,06.12.2013,Revenge is a Dish,Los Angeles,Poetic,Baritone Ukulele,Baritone Ukulele,,Intense,Shadow,Folk,"Rambling, Dark",Rambling,Dark,Hotel,,137,Am,95,https://www.youtube.com/watch?v=iaJH-DK3j3U,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-48,01.12.2013,07. Intense,,In-laws place,
1802,07.12.2013,"Oh, I've Got to Go",Los Angeles,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Rambling, Dark, Wistful, Rough",Rambling,"Dark, Wistful, Rough",Hotel,,176,Am,110,https://www.youtube.com/watch?v=tgMq7H-HZms,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-48,01.12.2013,09. Chill,,In-laws place,
1803,08.12.2013,Put on My Comfy Pants,Los Angeles,Life,Baritone Ukulele,Baritone Ukulele,,Tired,Shadow,Folk,Funny,Funny,,Hotel,,98,Em,103,https://www.youtube.com/watch?v=3uY9-bEkuIE,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,06. Tired,,In-laws place,
1804,09.12.2013,Everything is Better,Los Angeles,Poetic,Keezy,Keezy,,Chill,Clean,Electro,"Weird, Fun, Groovy",Weird,"Fun, Groovy",Hotel,,99,Bm,93,https://www.youtube.com/watch?v=-oRnhHULJ5M,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,09. Chill,,In-laws place,
1805,10.12.2013,In the Woods,Los Angeles,Childhood,Baritone Ukulele,Baritone Ukulele,,Pensive,Clean,Folk,"Rambling, Fun",Rambling,Fun,Hotel,"Westford, VT",200,G,100,https://youtu.be/G-LEFPsKnA0,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,04. Pensive,,In-laws place,
1806,11.12.2013,There's Nothing Left But You,Windsor Terrace Studio,Poetic,"Synths, Electric Guitar, Drums",Synths,"Electric Guitar, Drums",Intense,Clean,Rock,"Rambling, Dark, Wistful, Rough",Rambling,"Dark, Wistful, Rough",,,213,Abm,95,https://www.youtube.com/watch?v=2APDTlWiZPM,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,07. Intense,,Windsor Terrace Studio,
1807,12.12.2013,This is the Moon,Windsor Terrace Studio,Nerd,"Synths, Drum Machine",Synths,Drum Machine,Pensive,Clean,Electro,"Rambling, Rough, Dark, Wistful, Dreamy",Rambling,"Rough, Dark, Wistful, Dreamy",Moon,,99,E,92,https://www.youtube.com/watch?v=7sb2YBgPjbY,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,04. Pensive,,Windsor Terrace Studio,
1808,13.12.2013,Teach a Man to Fish Unless He's Vegan,Windsor Terrace Studio,Food,"Electric Guitar, Drums",Electric Guitar,Drums,Silly,Clean,Country,Funny,Funny,,,,166,B,95,https://www.youtube.com/watch?v=5fuoot5zeI8,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,11. Silly,1,Windsor Terrace Studio,1
1809,14.12.2013,It's Snowing,Windsor Terrace,Weather,Guitalele,Guitalele,,Pensive,Shadow,Folk,"Wistful, Light, Delicate",Wistful,"Light, Delicate",,,131,C,135,https://www.youtube.com/watch?v=JKBGyZColGA,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-49,01.12.2013,04. Pensive,,Windsor Terrace,
1810,15.12.2013,I'm Already Here,Windsor Terrace,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Wistful, Delicate, Dark",Wistful,"Delicate, Dark",,,211,Db,135,https://www.youtube.com/watch?v=Iy14OEO5Yyw,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,09. Chill,,Windsor Terrace,
1811,16.12.2013,ATP Holiday Theme,Windsor Terrace Studio,Podcast,"Piano, Percussion",Piano,Percussion,Chill,Clean,Folk,"Delicate, Fun",Delicate,Fun,,"John Siracusa, Marco Arment, Casey Liss",82,A,70,https://www.youtube.com/watch?v=X6Ed-6kiY3s,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,09. Chill,,Windsor Terrace Studio,
1812,17.12.2013,Viral Videos of 2013,Windsor Terrace Studio,Internet,"Piano, Synths, Electric Guitar, Drums",Piano,"Synths, Electric Guitar, Drums",Excited,Clean,Electro,"Funny, Anthem",Funny,Anthem,,,129,F#,83,https://www.youtube.com/watch?v=u9NgBQxfSjg,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,13. Excited,1,Windsor Terrace Studio,1
1813,18.12.2013,Happy Christmas Kevin and Kylie 3.0,Windsor Terrace Studio,Commission,"Piano, Synths, Electric Guitar, Drums",Piano,"Synths, Electric Guitar, Drums",Excited,Clean,Electro,"Anthem, Fun",Anthem,Fun,,Christmas,110,C,100,https://www.youtube.com/watch?v=kAJqId4JFWc,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,13. Excited,1,Windsor Terrace Studio,1
1814,19.12.2013,"Hey, Kristopher",Windsor Terrace Studio,Commission,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Chill,Clean,Rock,"Fun, Cheesy",Fun,Cheesy,,,169,E,90,https://www.youtube.com/watch?v=vluBXPmWvaI,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,09. Chill,,Windsor Terrace Studio,
1815,20.12.2013,Vice,Windsor Terrace,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Rambling, Rough",Rambling,Rough,,,154,A,78,https://www.youtube.com/watch?v=n_EiELguwVU,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,09. Chill,,Windsor Terrace,
1816,21.12.2013,A Cringing Look Back at 2013,Windsor Terrace Studio,Internet,"Piano, Synths, Electric Guitar, Drum Machine",Piano,"Synths, Electric Guitar, Drum Machine",Chill,Shadow,Electro,"Anthem, Heavy",Anthem,Heavy,,,192,D,82,https://www.youtube.com/watch?v=95Un_JRsR6s,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-50,01.12.2013,09. Chill,,Windsor Terrace Studio,
1817,22.12.2013,Jewish Family Christmas Tree From the Woods,Severna Park,Childhood,Piano,Piano,,Pensive,Shadow,Folk,"Anthem, Rambling, Narrative",Anthem,"Rambling, Narrative",,"Christmas, Westford, VT",186,F,126,https://www.youtube.com/watch?v=nkqiyu7OUCU,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,04. Pensive,,In-laws place,
1818,23.12.2013,Dirty Hands,Severna Park,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Rambling, Rough, Wistful",Rambling,"Rough, Wistful",,,152,A,100,https://www.youtube.com/watch?v=feBYY35g07Q,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,09. Chill,,In-laws place,
1819,24.12.2013,Sledding,Severna Park,Childhood,Piano,Piano,,Pensive,Shadow,Folk,"Anthem, Rambling, Narrative",Anthem,"Rambling, Narrative",,"Christmas, Westford, VT",198,E,105,https://www.youtube.com/watch?v=7VJ4vCEcTJk,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,04. Pensive,,In-laws place,
1820,25.12.2013,Feeling Tired on Christmas Day,Severna Park,Life,Baritone Ukulele,Baritone Ukulele,,Tired,Shadow,Folk,"Rambling, Rough",Rambling,Rough,,,206,A,130,https://www.youtube.com/watch?v=KrDoBA3GV1E,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,06. Tired,,In-laws place,
1821,26.12.2013,Thought and Expression,Windsor Terrace,Poetic,Banjo,Banjo,,Chill,Clean,Folk,"Rambling, Rough, Dreamy, Soulful",Rambling,"Rough, Dreamy, Soulful",,,250,C,120,https://www.youtube.com/watch?v=A9Li-_CI_KU,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,09. Chill,,Windsor Terrace,
1822,27.12.2013,Living in the Age of the Hoax (A PSA in Song),Windsor Terrace Studio,Politics,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Anxious,Clean,Rock,"Anthem, Groovy, Dark, Frustrated",Anthem,"Groovy, Dark, Frustrated",,,155,Am,90,https://www.youtube.com/watch?v=jme2FnZttgc,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,02. Anxious,-1,Windsor Terrace Studio,-1
1823,28.12.2013,Empty Planet,Windsor Terrace,Apocalypse,Guitalele,Guitalele,,Anxious,Clean,Folk,"Rambling, Rough, Dark, Dreamy",Rambling,"Rough, Dark, Dreamy",,,114,F,94,https://www.youtube.com/watch?v=-jSwg1Hkj1Y,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-51,01.12.2013,02. Anxious,-1,Windsor Terrace,-1
1824,29.12.2013,Just Too Beautiful,Los Angeles,Poetic,"Baritone Ukulele, Percussion",Baritone Ukulele,Percussion,Anxious,Shadow,Rock,"Driving, Scary, Dreamy, Dark",Driving,"Scary, Dreamy, Dark",Collab,YouTube,292,E,75,https://www.youtube.com/watch?v=1jHGsprYu8E,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-52,01.12.2013,02. Anxious,-1,In-laws place,-1
1825,30.12.2013,"So, So Heavy",Windsor Terrace,Poetic,Baritone Ukulele,Baritone Ukulele,,Pensive,Shadow,Folk,"Rambling, Rough, Dreamy",Rambling,"Rough, Dreamy",,,129,A,138,https://www.youtube.com/watch?v=mt_ueK_hzRE,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-52,01.12.2013,04. Pensive,,Windsor Terrace,
1826,31.12.2013,I Will Write Another Song,Windsor Terrace Studio,Song A Day,"Baritone Ukulele, Banjo, Bass, Drums",Baritone Ukulele,"Banjo, Bass, Drums",Pensive,Shadow,Folk,"Dreamy, Hopeful",Dreamy,Hopeful,Milestone,,359,A,70,https://www.youtube.com/watch?v=2LeunSz9OzM,"Background, Location, Mood, Topic, Instrument, Beard",2013-12,2013-52,01.12.2013,04. Pensive,,Windsor Terrace Studio,
1827,01.01.2014,Me and Tilley,Windsor Terrace Studio,"Love, Collab Month","Drums, Electric Guitar, Piano",Drums,"Electric Guitar, Piano",Hopeful,Clean,Rock,"Anthem, Wistful, ",Anthem,"Wistful, ",,Laura Kate Dale,299,F,135,https://www.youtube.com/watch?v=rTZSovFwt4Q,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-00,01.01.2014,10. Hopeful,1,Windsor Terrace Studio,1
1828,02.01.2014,I'm Going to Peru,Windsor Terrace Studio,"Life, Collab Month","Guitalele, Bass, Drums",Guitalele,"Bass, Drums",Hopeful,Clean,Rock,"Anthem, Wistful",Anthem,Wistful,,Adi Hila,217,F,93,https://youtu.be/pUAPZe7d2QM,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-00,01.01.2014,10. Hopeful,1,Windsor Terrace Studio,1
1829,03.01.2014,Elusive,Windsor Terrace Studio,"Poetic, Collab Month","Synths, Electric Guitar, Percussion, Drums",Synths,"Electric Guitar, Percussion, Drums",Pensive,Clean,Rock,"Rambling, Personal",Rambling,Personal,,Richard Kuta,244,A,75,https://www.youtube.com/watch?v=a3zHoQi8r00,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-00,01.01.2014,04. Pensive,,Windsor Terrace Studio,
1830,04.01.2014,Coming Out Straight,Windsor Terrace Studio,"Life, Collab Month","Piano, Bass, Drums",Piano,"Bass, Drums",Silly,Clean,Rock,"Narrative, Funny",Narrative,Funny,,Peter Dorman,384,C,82,https://www.youtube.com/watch?v=9j0WiAkzVlM,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-00,01.01.2014,11. Silly,1,Windsor Terrace Studio,1
1831,05.01.2014,Follow Through,Windsor Terrace Studio,"Poetic, Collab Month","Piano, Bass, Electric Guitar, Drums",Piano,"Bass, Electric Guitar, Drums",Intense,Clean,Rock,"Anthem, Wistful, Dreamy",Anthem,"Wistful, Dreamy",,Johan Ribbing,158,Eb,97,https://www.youtube.com/watch?v=7_0T2mICB4Q,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,07. Intense,,Windsor Terrace Studio,
1832,06.01.2014,Internetis a Playground,Windsor Terrace Studio,"Internet, Collab Month","Organ, Percussion, Synths, Drum Machine",Organ,"Percussion, Synths, Drum Machine",Pensive,Clean,Electro,"Anthem, Dreamy, Wistful, Rambling",Anthem,"Dreamy, Wistful, Rambling",,Matthew Fogarty,325,F,100,https://www.youtube.com/watch?v=4i1LJX4re-M,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,04. Pensive,,Windsor Terrace Studio,
1833,07.01.2014,How to Fold a Fitted Sheet,Windsor Terrace Studio,"Educational, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Clean,Rock,"Fun, Funny",Fun,Funny,,Tiffany Arment,134,A,110,https://www.youtube.com/watch?v=wogDTphHZLs,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,11. Silly,1,Windsor Terrace Studio,1
1834,08.01.2014,Emperor of Spheres,Windsor Terrace Studio,"Poetic, Collab Month","Electric Guitar, Drum Machine",Electric Guitar,Drum Machine,Intense,Shadow,Rock,"Weird, Rambling, Rough",Weird,"Rambling, Rough",,Adam Lore,261,D,136,https://www.youtube.com/watch?v=Jpp5Y1CbHEc,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,07. Intense,,Windsor Terrace Studio,
1835,09.01.2014,Greedy Joel and His Minecraft Gold,Windsor Terrace Studio,"Video Games, Collab Month","Samples, Drums",Samples,Drums,Silly,Clean,Rock,"Fun, Narrative",Fun,Narrative,,"Minecraft, Spintown",102,C,90,https://www.youtube.com/watch?v=eQYCA5eW9bU,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,11. Silly,1,Windsor Terrace Studio,1
1836,10.01.2014,Soulful Bender,Windsor Terrace Studio,"Poetic, Collab Month","Samples, Percussion",Samples,Percussion,Pensive,Shadow,Latin,"Rambling, Anthem, Soulful",Rambling,"Anthem, Soulful",,Anthony Julian,324,A,85,https://www.youtube.com/watch?v=HO5Bn7mIIss,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,04. Pensive,,Windsor Terrace Studio,
1837,11.01.2014,Fuxk the NSA,Windsor Terrace Studio,"Politics, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Angry,Shadow,Hard Rock,"Anthem, Frustrated",Anthem,Frustrated,,"James Dittemore, NSA",105,A,114,https://www.youtube.com/watch?v=QHD0WrzzWlI,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-01,01.01.2014,01. Angry,-1,Windsor Terrace Studio,-1
1838,12.01.2014,Giraffes,Windsor Terrace Studio,"Animals, Collab Month","Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Silly,Clean,Rock,"Educational, Fun",Educational,Fun,Giraffe,Evan Johnston-Robertson,222,G,180,https://www.youtube.com/watch?v=AhjGVe0S0VI,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,11. Silly,1,Windsor Terrace Studio,1
1839,13.01.2014,Sparkle & Shine,Windsor Terrace Studio,"Poetic, Collab Month","Synths, Piano, Drum Machine",Synths,"Piano, Drum Machine",Chill,Clean,Hip Hop,"Fun, Groovy",Fun,Groovy,,Benjamin Krupa,174,G,80,https://www.youtube.com/watch?v=9suc2HnveBQ,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,09. Chill,,Windsor Terrace Studio,
1840,14.01.2014,NY vs. LA,Windsor Terrace Studio,"Life, Collab Month","Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Excited,Clean,Rock,"Fun, Soulful",Fun,Soulful,,"Dan M, NYC, Los Angeles",156,Dm,100,https://www.youtube.com/watch?v=p1dTAslO3OQ,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,13. Excited,1,Windsor Terrace Studio,1
1841,15.01.2014,Only in My Head,Windsor Terrace Studio,"Love, Collab Month","Omni Chord, Electric Guitar,  Drum Machine",Omni Chord,"Electric Guitar,  Drum Machine",Chill,Clean,Rock,"Wistful, Rambling",Wistful,Rambling,,Jonathan Peters,187,D,81,https://www.youtube.com/watch?v=S7Yb5mJZFc0,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,09. Chill,,Windsor Terrace Studio,
1842,16.01.2014,My Brain is the Blue Screen of Death,Windsor Terrace Studio,"Life, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Clean,Rock,"Anthem, Narrative",Anthem,Narrative,,Jack Kagan,102,Gm,153,https://www.youtube.com/watch?v=ztt4vpyiHBA,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,04. Pensive,,Windsor Terrace Studio,
1843,17.01.2014,Made Up Memories,Windsor Terrace Studio,"Poetic, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Happy,Clean,Country,"Fun, Rambling",Fun,Rambling,,Zack Weinstein ,150,G,100,https://www.youtube.com/watch?v=qf5jlwCwbhI,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,12. Happy,1,Windsor Terrace Studio,1
1844,18.01.2014,G Time With T Cent,Windsor Terrace Studio,"Life, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Intense,Clean,Hip Hop,"Wistful, Rambling",Wistful,Rambling,,Bow Tyler,277,Am,122,https://www.youtube.com/watch?v=EXCRqJ8fGt4,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-02,01.01.2014,07. Intense,,Windsor Terrace Studio,
1845,19.01.2014,I Don't Wanna Go to New Jersey,Windsor Terrace Studio,"Life, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Shadow,Blues,"Fun, Narrative",Fun,Narrative,,Benjamin Earl,122,G#m,75,https://www.youtube.com/watch?v=QCSwwJDEEnM,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-03,01.01.2014,11. Silly,1,Windsor Terrace Studio,1
1846,20.01.2014,Hulk Have Feelings Too,Windsor Terrace Studio,"Nerd, Collab Month","Electric Guitar, Accordian, Bass, Drums",Electric Guitar,"Accordian, Bass, Drums",Hopeful,Clean,Rock,"Wistful, Anthem, Light",Wistful,"Anthem, Light",,Will Milesm Hulk,138,C#m,58,https://www.youtube.com/watch?v=zifJ6jxnjco,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-03,01.01.2014,10. Hopeful,1,Windsor Terrace Studio,1
1847,21.01.2014,Time Travel,Windsor Terrace Studio,"Poetic, Collab Month","Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Clean,Rock,"Wistful, Rough, Rambling",Wistful,"Rough, Rambling",,Steven Staver,171,Em,95,https://www.youtube.com/watch?v=S3aa-szUeOk,"Background, Location, Topic, Mood, Instrument, Beard",2014-01,2014-03,01.01.2014,04. Pensive,,Windsor Terrace Studio,
